"scenario","modelID","metric","rho","lower","upper","p.value","n"
"nt","model7","mse_tree_len",-0.326094254401432,-0.468793328528277,-0.175171092380012,3.91600854711576e-06,192
"nt","model7","cov_error_tree_len",-0.388481188051367,-0.51662808911616,-0.257564067583368,2.57596898182576e-08,192
"nt","model7","mean_mse_rate_loss",0.170414347557205,-0.0453108821928942,0.362643235535156,0.0917136832863633,99
"nt","model7","cov_error_rate_loss",0.0352635207447067,-0.178808312572701,0.24345176414391,0.72895247447796,99
"nt","model7","cov_error_cgr",-0.412726834314839,-0.525975273797864,-0.28097574498001,2.69943890752542e-09,192
"nt","model8","mean_rhat_max",0.344454466538263,0.195100736823144,0.477804728010585,9.96724462920877e-07,192
"nt","model8","mean_ess_min",0.309858462414888,0.158656768721185,0.444634108856498,1.22204804494487e-05,192
"nt","model8","mean_asdsf",-0.461048341155088,-0.574942715336809,-0.327138074646003,1.70059252473668e-11,192
"nt","model8","pass_rate",0.206762795343512,0.0933479653492988,0.302604877895778,0.0040091573217101,192
"nt","model8","mse_tree_len",-0.630783237935057,-0.718389693249579,-0.530697830165491,1.06691426155961e-22,192
"nt","model8","cov_error_tree_len",-0.516817478910306,-0.620275075331154,-0.399956536432686,1.66680420084818e-14,192
"nt","model8","mean_mse_rate_loss",NA,NA,NA,NA,0
"nt","model8","cov_error_rate_loss",NA,NA,NA,NA,0
"nt","model8","cov_error_cgr",-0.43033953866437,-0.538115989494688,-0.314741142274643,4.66641743663659e-10,192
"nt","model9","mean_rhat_max",-0.517374997778133,-0.606918426507051,-0.400245101550884,2.48463861176388e-14,189
"nt","model9","mean_ess_min",0.818110880036972,0.766353501110513,0.856730058165166,8.27810746576592e-47,189
"nt","model9","mean_asdsf",0.385904477505821,0.26883323848662,0.489527407543262,4.1572948928457e-08,189
"nt","model9","pass_rate",0.814045464797079,0.751531461610001,0.86074088521439,5.33046440731643e-46,189
"nt","model9","mse_tree_len",-0.0226594855934162,-0.178607395947179,0.122149526840095,0.75694913868186,189
"nt","model9","cov_error_tree_len",-0.123869491174194,-0.280334124746126,0.0268591855695072,0.0894750883439649,189
"nt","model9","mean_mse_rate_loss",-0.0727481473750131,-0.301845602898713,0.163788043242469,0.561586554209066,66
"nt","model9","cov_error_rate_loss",-0.185719990525997,-0.385739035417504,0.046117599837229,0.135439605271928,66
"nt","model9","cov_error_cgr",-0.218096941452461,-0.360365619320831,-0.0789771025368431,0.00257128450856886,189
