"gridTag","tree_length","gain_loss","n_char","cov_tree_len","mse_tree_len","rate_param","cov_rate_loss","mse_rate_loss","modelID","scenario"
"tl1.50_gl1.00_c100",1.5,1,100,0,1.36215172791512,"gain_loss_trans",NA,NA,"model12","mk"
"tl2.50_gl1.00_c100",2.5,1,100,0,3.7980407364183,"gain_loss_trans",NA,NA,"model12","mk"
"tl5.00_gl1.00_c100",5,1,100,0,15.1652270302864,"gain_loss_trans",NA,NA,"model12","mk"
"tl1.00_gl0.10_c200",1,0.1,200,0,0.58376126034254,"gain_loss_trans",NA,NA,"model12","mk"
"tl1.50_gl0.10_c200",1.5,0.1,200,0,1.36261460730868,"gain_loss_trans",NA,NA,"model12","mk"
"tl2.50_gl0.10_c200",2.5,0.1,200,0,3.80964849272723,"gain_loss_trans",NA,NA,"model12","mk"
"tl5.00_gl0.10_c200",5,0.1,200,0,14.9985076728797,"gain_loss_trans",NA,NA,"model12","mk"
"tl1.00_gl0.25_c200",1,0.25,200,0,0.583764680232126,"gain_loss_trans",NA,NA,"model12","mk"
"tl1.50_gl0.25_c200",1.5,0.25,200,0,1.36261125792528,"gain_loss_trans",NA,NA,"model12","mk"
"tl2.50_gl0.25_c200",2.5,0.25,200,0,3.80967162702003,"gain_loss_trans",NA,NA,"model12","mk"
"tl5.00_gl0.25_c200",5,0.25,200,0,14.9987949106253,"gain_loss_trans",NA,NA,"model12","mk"
"tl1.00_gl0.50_c200",1,0.5,200,0,0.583774980242481,"gain_loss_trans",NA,NA,"model12","mk"
"tl1.50_gl0.50_c200",1.5,0.5,200,0,1.3626450702213,"gain_loss_trans",NA,NA,"model12","mk"
"tl2.50_gl0.50_c200",2.5,0.5,200,0,3.80970491555111,"gain_loss_trans",NA,NA,"model12","mk"
"tl5.00_gl0.50_c200",5,0.5,200,0,14.9985553504434,"gain_loss_trans",NA,NA,"model12","mk"
"tl1.00_gl1.00_c200",1,1,200,0,0.583737333164794,"gain_loss_trans",NA,NA,"model12","mk"
"tl1.50_gl1.00_c200",1.5,1,200,0,1.36266343979605,"gain_loss_trans",NA,NA,"model12","mk"
"tl2.50_gl1.00_c200",2.5,1,200,0,3.80965833023916,"gain_loss_trans",NA,NA,"model12","mk"
"tl5.00_gl1.00_c200",5,1,200,0,14.9989262346543,"gain_loss_trans",NA,NA,"model12","mk"
"tl1.00_gl0.10_c25",1,0.1,25,1,0.0576147410683133,"gain_loss_ratio",NA,NA,"model2","mk"
"tl1.50_gl0.10_c25",1.5,0.1,25,1,0.0429267214550845,"gain_loss_ratio",NA,NA,"model2","mk"
"tl2.50_gl0.10_c25",2.5,0.1,25,1,0.130644814943662,"gain_loss_ratio",NA,NA,"model2","mk"
"tl5.00_gl0.10_c25",5,0.1,25,0.8,0.760031840332549,"gain_loss_ratio",NA,NA,"model2","mk"
"tl1.00_gl0.25_c25",1,0.25,25,1,0.0576147410683133,"gain_loss_ratio",NA,NA,"model2","mk"
"tl1.50_gl0.25_c25",1.5,0.25,25,1,0.0429267214550845,"gain_loss_ratio",NA,NA,"model2","mk"
"tl2.50_gl0.25_c25",2.5,0.25,25,1,0.130644814943662,"gain_loss_ratio",NA,NA,"model2","mk"
"tl5.00_gl0.25_c25",5,0.25,25,0.8,0.760031840332549,"gain_loss_ratio",NA,NA,"model2","mk"
"tl1.00_gl0.50_c25",1,0.5,25,1,0.0576147410683133,"gain_loss_ratio",NA,NA,"model2","mk"
"tl1.50_gl0.50_c25",1.5,0.5,25,1,0.0429267214550845,"gain_loss_ratio",NA,NA,"model2","mk"
"tl2.50_gl0.50_c25",2.5,0.5,25,1,0.130644814943662,"gain_loss_ratio",NA,NA,"model2","mk"
"tl5.00_gl0.50_c25",5,0.5,25,0.8,0.760031840332549,"gain_loss_ratio",NA,NA,"model2","mk"
"tl1.00_gl1.00_c25",1,1,25,1,0.0576147410683133,"gain_loss_ratio",NA,NA,"model2","mk"
"tl1.50_gl1.00_c25",1.5,1,25,1,0.0429267214550845,"gain_loss_ratio",NA,NA,"model2","mk"
"tl2.50_gl1.00_c25",2.5,1,25,1,0.130644814943662,"gain_loss_ratio",NA,NA,"model2","mk"
"tl5.00_gl1.00_c25",5,1,25,0.8,0.760031840332549,"gain_loss_ratio",NA,NA,"model2","mk"
"tl1.00_gl0.10_c50",1,0.1,50,1,0.0473048455588575,"gain_loss_ratio",NA,NA,"model2","mk"
"tl1.50_gl0.10_c50",1.5,0.1,50,1,0.0817556233810263,"gain_loss_ratio",NA,NA,"model2","mk"
"tl2.50_gl0.10_c50",2.5,0.1,50,1,0.0278992189292889,"gain_loss_ratio",NA,NA,"model2","mk"
"tl5.00_gl0.10_c50",5,0.1,50,0.8,0.246708347317524,"gain_loss_ratio",NA,NA,"model2","mk"
"tl1.00_gl0.25_c50",1,0.25,50,1,0.0473048455588575,"gain_loss_ratio",NA,NA,"model2","mk"
"tl1.50_gl0.25_c50",1.5,0.25,50,1,0.0817556233810263,"gain_loss_ratio",NA,NA,"model2","mk"
"tl2.50_gl0.25_c50",2.5,0.25,50,1,0.0278992189292889,"gain_loss_ratio",NA,NA,"model2","mk"
"tl5.00_gl0.25_c50",5,0.25,50,0.8,0.246708347317524,"gain_loss_ratio",NA,NA,"model2","mk"
"tl1.00_gl0.50_c50",1,0.5,50,1,0.0473048455588575,"gain_loss_ratio",NA,NA,"model2","mk"
"tl1.50_gl0.50_c50",1.5,0.5,50,1,0.0817556233810263,"gain_loss_ratio",NA,NA,"model2","mk"
"tl2.50_gl0.50_c50",2.5,0.5,50,1,0.0278992189292889,"gain_loss_ratio",NA,NA,"model2","mk"
"tl5.00_gl0.50_c50",5,0.5,50,0.8,0.246708347317524,"gain_loss_ratio",NA,NA,"model2","mk"
"tl1.00_gl1.00_c50",1,1,50,1,0.0473048455588575,"gain_loss_ratio",NA,NA,"model2","mk"
"tl1.50_gl1.00_c50",1.5,1,50,1,0.0817556233810263,"gain_loss_ratio",NA,NA,"model2","mk"
"tl2.50_gl1.00_c50",2.5,1,50,1,0.0278992189292889,"gain_loss_ratio",NA,NA,"model2","mk"
"tl5.00_gl1.00_c50",5,1,50,0.8,0.246708347317524,"gain_loss_ratio",NA,NA,"model2","mk"
"tl1.00_gl0.10_c100",1,0.1,100,1,0.0213705225830377,"gain_loss_ratio",NA,NA,"model2","mk"
"tl1.50_gl0.10_c100",1.5,0.1,100,0.9,0.0353728872174215,"gain_loss_ratio",NA,NA,"model2","mk"
"tl2.50_gl0.10_c100",2.5,0.1,100,1,0.0870598736118748,"gain_loss_ratio",NA,NA,"model2","mk"
"tl5.00_gl0.10_c100",5,0.1,100,1,0.0619139838997426,"gain_loss_ratio",NA,NA,"model2","mk"
"tl1.00_gl0.25_c100",1,0.25,100,1,0.0213705225830377,"gain_loss_ratio",NA,NA,"model2","mk"
"tl1.50_gl0.25_c100",1.5,0.25,100,0.9,0.0353728872174215,"gain_loss_ratio",NA,NA,"model2","mk"
"tl2.50_gl0.25_c100",2.5,0.25,100,1,0.0870598736118748,"gain_loss_ratio",NA,NA,"model2","mk"
"tl5.00_gl0.25_c100",5,0.25,100,1,0.0619139838997426,"gain_loss_ratio",NA,NA,"model2","mk"
"tl1.00_gl0.50_c100",1,0.5,100,1,0.0213705225830377,"gain_loss_ratio",NA,NA,"model2","mk"
"tl1.50_gl0.50_c100",1.5,0.5,100,0.9,0.0353728872174215,"gain_loss_ratio",NA,NA,"model2","mk"
"tl2.50_gl0.50_c100",2.5,0.5,100,1,0.0870598736118748,"gain_loss_ratio",NA,NA,"model2","mk"
"tl5.00_gl0.50_c100",5,0.5,100,1,0.0619139838997426,"gain_loss_ratio",NA,NA,"model2","mk"
"tl1.00_gl1.00_c100",1,1,100,1,0.0213705225830377,"gain_loss_ratio",NA,NA,"model2","mk"
"tl1.50_gl1.00_c100",1.5,1,100,0.9,0.0353728872174215,"gain_loss_ratio",NA,NA,"model2","mk"
"tl2.50_gl1.00_c100",2.5,1,100,1,0.0870598736118748,"gain_loss_ratio",NA,NA,"model2","mk"
"tl5.00_gl1.00_c100",5,1,100,1,0.0619139838997426,"gain_loss_ratio",NA,NA,"model2","mk"
"tl1.00_gl0.10_c200",1,0.1,200,1,0.010165309585658,"gain_loss_ratio",NA,NA,"model2","mk"
"tl1.50_gl0.10_c200",1.5,0.1,200,1,0.0147289031187549,"gain_loss_ratio",NA,NA,"model2","mk"
"tl2.50_gl0.10_c200",2.5,0.1,200,1,0.0101840619380241,"gain_loss_ratio",NA,NA,"model2","mk"
"tl5.00_gl0.10_c200",5,0.1,200,1,0.0252676223794701,"gain_loss_ratio",NA,NA,"model2","mk"
"tl1.00_gl0.25_c200",1,0.25,200,1,0.0101698042841607,"gain_loss_ratio",NA,NA,"model2","mk"
"tl1.50_gl0.25_c200",1.5,0.25,200,1,0.0147289031187549,"gain_loss_ratio",NA,NA,"model2","mk"
"tl2.50_gl0.25_c200",2.5,0.25,200,1,0.0101840619380241,"gain_loss_ratio",NA,NA,"model2","mk"
"tl5.00_gl0.25_c200",5,0.25,200,1,0.0252676223794701,"gain_loss_ratio",NA,NA,"model2","mk"
"tl1.00_gl0.50_c200",1,0.5,200,1,0.0101695690641818,"gain_loss_ratio",NA,NA,"model2","mk"
"tl1.50_gl0.50_c200",1.5,0.5,200,1,0.0147289031187549,"gain_loss_ratio",NA,NA,"model2","mk"
"tl2.50_gl0.50_c200",2.5,0.5,200,1,0.0101840619380241,"gain_loss_ratio",NA,NA,"model2","mk"
"tl5.00_gl0.50_c200",5,0.5,200,1,0.0252676223794701,"gain_loss_ratio",NA,NA,"model2","mk"
"tl1.00_gl1.00_c200",1,1,200,1,0.0101703846729959,"gain_loss_ratio",NA,NA,"model2","mk"
"tl1.50_gl1.00_c200",1.5,1,200,1,0.0147289031187549,"gain_loss_ratio",NA,NA,"model2","mk"
"tl2.50_gl1.00_c200",2.5,1,200,1,0.0101840619380241,"gain_loss_ratio",NA,NA,"model2","mk"
"tl5.00_gl1.00_c200",5,1,200,1,0.0252676223794701,"gain_loss_ratio",NA,NA,"model2","mk"
"tl1.00_gl0.10_c25",1,0.1,25,1,0.0735621394317704,"gain_loss_ratio",0,75.755040330506,"model3","mk"
"tl1.50_gl0.10_c25",1.5,0.1,25,1,0.0506518215810742,"gain_loss_ratio",0,79.820518652073,"model3","mk"
"tl2.50_gl0.10_c25",2.5,0.1,25,1,0.120451880855678,"gain_loss_ratio",0,76.9611367680129,"model3","mk"
"tl5.00_gl0.10_c25",5,0.1,25,0.7,0.742429396606054,"gain_loss_ratio",0,80.8622346368214,"model3","mk"
"tl1.00_gl0.25_c25",1,0.25,25,1,0.0735621394317704,"gain_loss_ratio",0.2,7.43618593487756,"model3","mk"
"tl1.50_gl0.25_c25",1.5,0.25,25,1,0.0506518215810742,"gain_loss_ratio",0.1,8.79333039915492,"model3","mk"
"tl2.50_gl0.25_c25",2.5,0.25,25,1,0.120451880855678,"gain_loss_ratio",0,7.72185344497276,"model3","mk"
"tl5.00_gl0.25_c25",5,0.25,25,0.7,0.742429396606054,"gain_loss_ratio",0,8.97880353737782,"model3","mk"
"tl1.00_gl0.50_c25",1,0.5,25,1,0.0735621394317704,"gain_loss_ratio",0.8,0.663234469668079,"model3","mk"
"tl1.50_gl0.50_c25",1.5,0.5,25,1,0.0506518215810742,"gain_loss_ratio",0.4,1.11760098151556,"model3","mk"
"tl2.50_gl0.50_c25",2.5,0.5,25,1,0.120451880855678,"gain_loss_ratio",0.6,0.642092337292731,"model3","mk"
"tl5.00_gl0.50_c25",5,0.5,25,0.7,0.742429396606054,"gain_loss_ratio",0,1.01765983756329,"model3","mk"
"tl1.00_gl1.00_c25",1,1,25,1,0.0735621394317704,"gain_loss_ratio",1,0.276758737063339,"model3","mk"
"tl1.50_gl1.00_c25",1.5,1,25,1,0.0506518215810742,"gain_loss_ratio",1,0.279736272695886,"model3","mk"
"tl2.50_gl1.00_c25",2.5,1,25,1,0.120451880855678,"gain_loss_ratio",1,0.102211783452714,"model3","mk"
"tl5.00_gl1.00_c25",5,1,25,0.7,0.742429396606054,"gain_loss_ratio",0.9,0.0370879876560207,"model3","mk"
"tl1.00_gl0.10_c50",1,0.1,50,0.9,0.0572376950819897,"gain_loss_ratio",0,78.1604067487189,"model3","mk"
"tl1.50_gl0.10_c50",1.5,0.1,50,1,0.0751386444382592,"gain_loss_ratio",0,79.9655545427218,"model3","mk"
"tl2.50_gl0.10_c50",2.5,0.1,50,1,0.0219757378630965,"gain_loss_ratio",0,80.8861522552443,"model3","mk"
"tl5.00_gl0.10_c50",5,0.1,50,0.7,0.256510812556916,"gain_loss_ratio",0,80.6955630648671,"model3","mk"
"tl1.00_gl0.25_c50",1,0.25,50,0.9,0.0572376950819897,"gain_loss_ratio",0,8.1469571782322,"model3","mk"
"tl1.50_gl0.25_c50",1.5,0.25,50,1,0.0751386444382592,"gain_loss_ratio",0,8.67034287050395,"model3","mk"
"tl2.50_gl0.25_c50",2.5,0.25,50,1,0.0219757378630965,"gain_loss_ratio",0,9.0270125307349,"model3","mk"
"tl5.00_gl0.25_c50",5,0.25,50,0.7,0.256510812556916,"gain_loss_ratio",0,8.92258350134728,"model3","mk"
"tl1.00_gl0.50_c50",1,0.5,50,0.9,0.0572376950819897,"gain_loss_ratio",0.6,0.809140654736628,"model3","mk"
"tl1.50_gl0.50_c50",1.5,0.5,50,1,0.0751386444382592,"gain_loss_ratio",0.3,0.905272313098019,"model3","mk"
"tl2.50_gl0.50_c50",2.5,0.5,50,1,0.0219757378630965,"gain_loss_ratio",0.1,1.07396595589842,"model3","mk"
"tl5.00_gl0.50_c50",5,0.5,50,0.7,0.256510812556916,"gain_loss_ratio",0,0.998256980174017,"model3","mk"
"tl1.00_gl1.00_c50",1,1,50,0.9,0.0572376950819897,"gain_loss_ratio",1,0.140232392988844,"model3","mk"
"tl1.50_gl1.00_c50",1.5,1,50,1,0.0751386444382592,"gain_loss_ratio",1,0.0227370343950516,"model3","mk"
"tl2.50_gl1.00_c50",2.5,1,50,1,0.0219757378630965,"gain_loss_ratio",0.8,0.097442668480185,"model3","mk"
"tl5.00_gl1.00_c50",5,1,50,0.7,0.256510812556916,"gain_loss_ratio",0.9,0.0360937195873855,"model3","mk"
"tl1.00_gl0.10_c100",1,0.1,100,0.9,0.0182208011695476,"gain_loss_ratio",0,81.2602862917491,"model3","mk"
"tl1.50_gl0.10_c100",1.5,0.1,100,0.9,0.0272320098209738,"gain_loss_ratio",0,79.229307191658,"model3","mk"
"tl2.50_gl0.10_c100",2.5,0.1,100,0.9,0.0694774011616083,"gain_loss_ratio",0,81.3666555066595,"model3","mk"
"tl5.00_gl0.10_c100",5,0.1,100,1,0.0755049817711746,"gain_loss_ratio",0,80.5577906585003,"model3","mk"
"tl1.00_gl0.25_c100",1,0.25,100,0.9,0.0182208011695476,"gain_loss_ratio",0,9.11063398203286,"model3","mk"
"tl1.50_gl0.25_c100",1.5,0.25,100,0.9,0.0272320098209738,"gain_loss_ratio",0,8.43259475863404,"model3","mk"
"tl2.50_gl0.25_c100",2.5,0.25,100,0.9,0.0694774011616083,"gain_loss_ratio",0,9.13146293173874,"model3","mk"
"tl5.00_gl0.25_c100",5,0.25,100,1,0.0755049817711746,"gain_loss_ratio",0,8.85911679467412,"model3","mk"
"tl1.00_gl0.50_c100",1,0.5,100,0.9,0.0182208011695476,"gain_loss_ratio",0.2,1.06074987879411,"model3","mk"
"tl1.50_gl0.50_c100",1.5,0.5,100,0.9,0.0272320098209738,"gain_loss_ratio",0,0.83369061429272,"model3","mk"
"tl2.50_gl0.50_c100",2.5,0.5,100,0.9,0.0694774011616083,"gain_loss_ratio",0,1.05306540676514,"model3","mk"
"tl5.00_gl0.50_c100",5,0.5,100,1,0.0755049817711746,"gain_loss_ratio",0,0.959558840065406,"model3","mk"
"tl1.00_gl1.00_c100",1,1,100,0.9,0.0182208011695476,"gain_loss_ratio",1,0.0358078271747296,"model3","mk"
"tl1.50_gl1.00_c100",1.5,1,100,0.9,0.0272320098209738,"gain_loss_ratio",1,0.0342385421220615,"model3","mk"
"tl2.50_gl1.00_c100",2.5,1,100,0.9,0.0694774011616083,"gain_loss_ratio",0.9,0.0138666442783416,"model3","mk"
"tl5.00_gl1.00_c100",5,1,100,1,0.0755049817711746,"gain_loss_ratio",1,0.00977986276104912,"model3","mk"
"tl1.00_gl0.10_c200",1,0.1,200,0.9,0.0113563384662059,"gain_loss_ratio",0,80.6084462998847,"model3","mk"
"tl1.50_gl0.10_c200",1.5,0.1,200,0.9,0.0127477692743771,"gain_loss_ratio",0,81.7902487617838,"model3","mk"
"tl2.50_gl0.10_c200",2.5,0.1,200,1,0.00976823185372653,"gain_loss_ratio",0,80.9096864922286,"model3","mk"
"tl5.00_gl0.10_c200",5,0.1,200,1,0.0235012736222001,"gain_loss_ratio",0,81.1654226651953,"model3","mk"
"tl1.00_gl0.25_c200",1,0.25,200,0.9,0.0113563384662059,"gain_loss_ratio",0,8.87511732324874,"model3","mk"
"tl1.50_gl0.25_c200",1.5,0.25,200,0.9,0.0127477692743771,"gain_loss_ratio",0,9.26764639541219,"model3","mk"
"tl2.50_gl0.25_c200",2.5,0.25,200,1,0.00976823185372653,"gain_loss_ratio",0,8.97564379287948,"model3","mk"
"tl5.00_gl0.25_c200",5,0.25,200,1,0.0235012736222001,"gain_loss_ratio",0,9.0570899285529,"model3","mk"
"tl1.00_gl0.50_c200",1,0.5,200,0.9,0.0113563384662059,"gain_loss_ratio",0,0.964007664370097,"model3","mk"
"tl1.50_gl0.50_c200",1.5,0.5,200,0.9,0.0127477692743771,"gain_loss_ratio",0,1.09344560662165,"model3","mk"
"tl2.50_gl0.50_c200",2.5,0.5,200,1,0.00976823185372653,"gain_loss_ratio",0,0.997629559763111,"model3","mk"
"tl5.00_gl0.50_c200",5,0.5,200,1,0.0235012736222001,"gain_loss_ratio",0,1.02097901633876,"model3","mk"
"tl1.00_gl1.00_c200",1,1,200,0.9,0.0113563384662059,"gain_loss_ratio",1,0.00845283493077388,"model3","mk"
"tl1.50_gl1.00_c200",1.5,1,200,0.9,0.0127477692743771,"gain_loss_ratio",1,0.00634521222637362,"model3","mk"
"tl2.50_gl1.00_c200",2.5,1,200,1,0.00976823185372653,"gain_loss_ratio",0.9,0.00862244320492717,"model3","mk"
"tl5.00_gl1.00_c200",5,1,200,1,0.0235012736222001,"gain_loss_ratio",1,0.00292356023169126,"model3","mk"
"tl1.00_gl0.10_c25",1,0.1,25,1,0.109419938314577,"gain_loss_trans",NA,NA,"model4","mk"
"tl1.50_gl0.10_c25",1.5,0.1,25,1,0.0455345195758589,"gain_loss_trans",NA,NA,"model4","mk"
"tl2.50_gl0.10_c25",2.5,0.1,25,0.9,0.328412439502337,"gain_loss_trans",NA,NA,"model4","mk"
"tl5.00_gl0.10_c25",5,0.1,25,0.4,1.70255208605803,"gain_loss_trans",NA,NA,"model4","mk"
"tl1.00_gl0.25_c25",1,0.25,25,1,0.109419938314577,"gain_loss_trans",NA,NA,"model4","mk"
"tl1.50_gl0.25_c25",1.5,0.25,25,1,0.0455345195758589,"gain_loss_trans",NA,NA,"model4","mk"
"tl2.50_gl0.25_c25",2.5,0.25,25,0.9,0.328412439502337,"gain_loss_trans",NA,NA,"model4","mk"
"tl5.00_gl0.25_c25",5,0.25,25,0.4,1.70255208605803,"gain_loss_trans",NA,NA,"model4","mk"
"tl1.00_gl0.50_c25",1,0.5,25,1,0.109419938314577,"gain_loss_trans",NA,NA,"model4","mk"
"tl1.50_gl0.50_c25",1.5,0.5,25,1,0.0455345195758589,"gain_loss_trans",NA,NA,"model4","mk"
"tl2.50_gl0.50_c25",2.5,0.5,25,0.9,0.328412439502337,"gain_loss_trans",NA,NA,"model4","mk"
"tl5.00_gl0.50_c25",5,0.5,25,0.4,1.70255208605803,"gain_loss_trans",NA,NA,"model4","mk"
"tl1.00_gl1.00_c25",1,1,25,1,0.109419938314577,"gain_loss_trans",NA,NA,"model4","mk"
"tl1.50_gl1.00_c25",1.5,1,25,1,0.0455345195758589,"gain_loss_trans",NA,NA,"model4","mk"
"tl2.50_gl1.00_c25",2.5,1,25,0.9,0.328412439502337,"gain_loss_trans",NA,NA,"model4","mk"
"tl5.00_gl1.00_c25",5,1,25,0.4,1.70255208605803,"gain_loss_trans",NA,NA,"model4","mk"
"tl1.00_gl0.10_c50",1,0.1,50,1,0.0521977657346524,"gain_loss_trans",NA,NA,"model4","mk"
"tl1.50_gl0.10_c50",1.5,0.1,50,0.9,0.117703266489314,"gain_loss_trans",NA,NA,"model4","mk"
"tl2.50_gl0.10_c50",2.5,0.1,50,1,0.0612153431487187,"gain_loss_trans",NA,NA,"model4","mk"
"tl5.00_gl0.10_c50",5,0.1,50,0.9,0.406689443150163,"gain_loss_trans",NA,NA,"model4","mk"
"tl1.00_gl0.25_c50",1,0.25,50,1,0.0521977657346524,"gain_loss_trans",NA,NA,"model4","mk"
"tl1.50_gl0.25_c50",1.5,0.25,50,0.9,0.117703266489314,"gain_loss_trans",NA,NA,"model4","mk"
"tl2.50_gl0.25_c50",2.5,0.25,50,1,0.0612153431487187,"gain_loss_trans",NA,NA,"model4","mk"
"tl5.00_gl0.25_c50",5,0.25,50,0.9,0.406689443150163,"gain_loss_trans",NA,NA,"model4","mk"
"tl1.00_gl0.50_c50",1,0.5,50,1,0.0521977657346524,"gain_loss_trans",NA,NA,"model4","mk"
"tl1.50_gl0.50_c50",1.5,0.5,50,0.9,0.117703266489314,"gain_loss_trans",NA,NA,"model4","mk"
"tl2.50_gl0.50_c50",2.5,0.5,50,1,0.0612153431487187,"gain_loss_trans",NA,NA,"model4","mk"
"tl5.00_gl0.50_c50",5,0.5,50,0.9,0.406689443150163,"gain_loss_trans",NA,NA,"model4","mk"
"tl1.00_gl1.00_c50",1,1,50,1,0.0521977657346524,"gain_loss_trans",NA,NA,"model4","mk"
"tl1.50_gl1.00_c50",1.5,1,50,0.9,0.117703266489314,"gain_loss_trans",NA,NA,"model4","mk"
"tl2.50_gl1.00_c50",2.5,1,50,1,0.0612153431487187,"gain_loss_trans",NA,NA,"model4","mk"
"tl5.00_gl1.00_c50",5,1,50,0.9,0.406689443150163,"gain_loss_trans",NA,NA,"model4","mk"
"tl1.00_gl0.10_c100",1,0.1,100,0.9,0.0583097108806352,"gain_loss_trans",NA,NA,"model4","mk"
"tl1.50_gl0.10_c100",1.5,0.1,100,0.8,0.0620037084140689,"gain_loss_trans",NA,NA,"model4","mk"
"tl2.50_gl0.10_c100",2.5,0.1,100,0.8,0.108451414348475,"gain_loss_trans",NA,NA,"model4","mk"
"tl5.00_gl0.10_c100",5,0.1,100,1,0.157022936537662,"gain_loss_trans",NA,NA,"model4","mk"
"tl1.00_gl0.25_c100",1,0.25,100,0.9,0.0583097108806352,"gain_loss_trans",NA,NA,"model4","mk"
"tl1.50_gl0.25_c100",1.5,0.25,100,0.8,0.0620037084140689,"gain_loss_trans",NA,NA,"model4","mk"
"tl2.50_gl0.25_c100",2.5,0.25,100,0.8,0.108451414348475,"gain_loss_trans",NA,NA,"model4","mk"
"tl5.00_gl0.25_c100",5,0.25,100,1,0.157022936537662,"gain_loss_trans",NA,NA,"model4","mk"
"tl1.00_gl0.50_c100",1,0.5,100,0.9,0.0583097108806352,"gain_loss_trans",NA,NA,"model4","mk"
"tl1.50_gl0.50_c100",1.5,0.5,100,0.8,0.0620037084140689,"gain_loss_trans",NA,NA,"model4","mk"
"tl2.50_gl0.50_c100",2.5,0.5,100,0.8,0.108451414348475,"gain_loss_trans",NA,NA,"model4","mk"
"tl5.00_gl0.50_c100",5,0.5,100,1,0.157022936537662,"gain_loss_trans",NA,NA,"model4","mk"
"tl1.00_gl1.00_c100",1,1,100,0.9,0.0583097108806352,"gain_loss_trans",NA,NA,"model4","mk"
"tl1.50_gl1.00_c100",1.5,1,100,0.8,0.0620037084140689,"gain_loss_trans",NA,NA,"model4","mk"
"tl2.50_gl1.00_c100",2.5,1,100,0.8,0.108451414348475,"gain_loss_trans",NA,NA,"model4","mk"
"tl5.00_gl1.00_c100",5,1,100,1,0.157022936537662,"gain_loss_trans",NA,NA,"model4","mk"
"tl1.00_gl0.10_c200",1,0.1,200,0.9,0.0137406972371338,"gain_loss_trans",NA,NA,"model4","mk"
"tl1.50_gl0.10_c200",1.5,0.1,200,0.8,0.0315464889578875,"gain_loss_trans",NA,NA,"model4","mk"
"tl2.50_gl0.10_c200",2.5,0.1,200,1,0.014748702769112,"gain_loss_trans",NA,NA,"model4","mk"
"tl5.00_gl0.10_c200",5,0.1,200,1,0.0231842786763094,"gain_loss_trans",NA,NA,"model4","mk"
"tl1.00_gl0.25_c200",1,0.25,200,0.9,0.0137406972371338,"gain_loss_trans",NA,NA,"model4","mk"
"tl1.50_gl0.25_c200",1.5,0.25,200,0.8,0.0315464889578875,"gain_loss_trans",NA,NA,"model4","mk"
"tl2.50_gl0.25_c200",2.5,0.25,200,1,0.014748702769112,"gain_loss_trans",NA,NA,"model4","mk"
"tl5.00_gl0.25_c200",5,0.25,200,1,0.0231842786763094,"gain_loss_trans",NA,NA,"model4","mk"
"tl1.00_gl0.50_c200",1,0.5,200,0.9,0.0137406972371338,"gain_loss_trans",NA,NA,"model4","mk"
"tl1.50_gl0.50_c200",1.5,0.5,200,0.8,0.0315464889578875,"gain_loss_trans",NA,NA,"model4","mk"
"tl2.50_gl0.50_c200",2.5,0.5,200,1,0.014748702769112,"gain_loss_trans",NA,NA,"model4","mk"
"tl5.00_gl0.50_c200",5,0.5,200,1,0.0231842786763094,"gain_loss_trans",NA,NA,"model4","mk"
"tl1.00_gl1.00_c200",1,1,200,0.9,0.0137406972371338,"gain_loss_trans",NA,NA,"model4","mk"
"tl1.50_gl1.00_c200",1.5,1,200,0.8,0.0315464889578875,"gain_loss_trans",NA,NA,"model4","mk"
"tl2.50_gl1.00_c200",2.5,1,200,1,0.014748702769112,"gain_loss_trans",NA,NA,"model4","mk"
"tl5.00_gl1.00_c200",5,1,200,1,0.0231842786763094,"gain_loss_trans",NA,NA,"model4","mk"
"tl1.00_gl0.10_c25",1,0.1,25,1,0.112630168656852,"gain_loss_trans",NA,NA,"model5","mk"
"tl1.50_gl0.10_c25",1.5,0.1,25,1,0.0712990694921277,"gain_loss_trans",NA,NA,"model5","mk"
"tl2.50_gl0.10_c25",2.5,0.1,25,0.9,0.454092124787194,"gain_loss_trans",NA,NA,"model5","mk"
"tl5.00_gl0.10_c25",5,0.1,25,0.4,2.05857721022738,"gain_loss_trans",NA,NA,"model5","mk"
"tl1.00_gl0.25_c25",1,0.25,25,1,0.112630168656852,"gain_loss_trans",NA,NA,"model5","mk"
"tl1.50_gl0.25_c25",1.5,0.25,25,1,0.0712990694921277,"gain_loss_trans",NA,NA,"model5","mk"
"tl2.50_gl0.25_c25",2.5,0.25,25,0.9,0.454092124787194,"gain_loss_trans",NA,NA,"model5","mk"
"tl5.00_gl0.25_c25",5,0.25,25,0.4,2.05857721022738,"gain_loss_trans",NA,NA,"model5","mk"
"tl1.00_gl0.50_c25",1,0.5,25,1,0.112630168656852,"gain_loss_trans",NA,NA,"model5","mk"
"tl1.50_gl0.50_c25",1.5,0.5,25,1,0.0712990694921277,"gain_loss_trans",NA,NA,"model5","mk"
"tl2.50_gl0.50_c25",2.5,0.5,25,0.9,0.449552089189949,"gain_loss_trans",0.428571428571429,0.89476805280858,"model5","mk"
"tl5.00_gl0.50_c25",5,0.5,25,0.4,2.0542371724944,"gain_loss_trans",0.25,0.787727313819015,"model5","mk"
"tl1.00_gl1.00_c25",1,1,25,1,0.117633736132389,"gain_loss_trans",1,0.216614693209872,"model5","mk"
"tl1.50_gl1.00_c25",1.5,1,25,1,0.0739723835225292,"gain_loss_trans",0.888888888888889,0.678420941967947,"model5","mk"
